id	aroE	ddl	gdh	gki	recP	spi	xpt	Sp_cgc_1000
2383	4	26	16	19	54	6	20	
2384	4	42	16	19	15	6	76	
2385	7	29	12	7	1	25	14	
2386	7	29	12	7	1	25	14	
2387	15	14	16	2	15	6	20	
2388	1	14	60	67	16	10	104	
2389	1	14	60	67	16	10	104	
2390	1	14	60	67	16	10	104	
2391	1	14	60	67	16	10	104	
2392	1	14	60	67	16	10	104	
2393	1	14	60	67	16	10	104	
2394	1	14	60	67	16	10	104	
2395	7	14	31	4	1	6	6	
2396	15	102	16	19	15	6	20	
2397	15	102	16	19	15	6	20	
2398	15	102	16	19	15	6	20	
2399	4	102	16	19	15	6	20	
2400	4	26	52	19	15	6	20	
2401	8	26	16	19	15	39	20	
2402	2	26	16	19	15	6	20	
2403	2	26	16	19	15	6	20	
2404	2	26	16	19	15	6	20	
2405	4	26	16	19	44	6	20	
2406	4	23	16	19	15	6	20	
2407	15	14	29	4	2	30	1	
2408	15	14	29	4	2	30	1	
2409	15	14	29	4	2	30	19	
2410	1	14	32	6	6	6	1	
2411	1	14	32	6	6	6	1	
2412	1	14	5	14	16	10	14	
2413	5	14	5	6	1	9	14	
2414	7	14	5	8	6	6	11	
2415	15	14	29	4	15	30	1	
2416	15	14	29	15	21	30	1	
2417	15	14	29	4	21	30	20	
2418	15	8	29	4	21	30	1	
2419	15	8	29	4	21	30	1	
2420	15	8	29	4	21	30	1	
2421	15	8	29	4	21	30	1	
2422	15	8	29	4	21	30	1	
2423	15	8	29	4	4	30	1	
2424	15	8	29	4	4	30	1	
2425	11	8	60	4	10	6	1	
2426	6	8	13	8	6	25	6	
2427	1	6	8	4	2	32	4	
2428	4	1	14	19	15	6	20	
2429	4	1	21	2	4	4	1	
2430	10	1	16	19	15	6	20	
2431	2	29	13	2	5	6	4	
2432	1	14	60	67	16	10	104	
2433	4	26	13	19	15	6	20	
2434	15	8	29	4	21	30	1	
2435	15	8	29	4	21	30	1	
2436	10	8	5	1	12	9	19	
2437	10	1	16	19	15	6	20	
2438	4	66	16	19	15	6	20	
2439	4	1	4	2	4	68	1	
2440	4	6	16	19	15	6	20	
2441	4	78	16	19	15	6	20	
2442	4	67	16	19	15	6	20	
2443	6	26	16	19	15	6	20	
2444	15	4	5	19	15	6	20	
2445	4	66	16	19	15	6	20	
2446	4	157	16	19	15	6	20	
2447	4	26	4	19	15	6	20	
2448	4	106	16	19	15	6	20	
2449	4	8	16	19	15	6	20	
2450	4	26	16	19	15	70	20	
2451	4	106	16	19	15	6	20	
2452	4	26	16	19	15	14	20	
2453	4	26	16	19	15	14	20	
2454	15	4	5	19	15	6	20	
2455	7	22	15	13	10	6	1	
2456	8	161	88	103	18	46	142	
2457	1	11	2	19	66	15	1	
2458	1	159	5	4	12	5	26	
2459	1	6	96	9	1	9	14	
2460	2	160	10	2	29	6	19	
2461	2	1	10	2	29	6	19	
2462	2	14	17	107	24	9	105	
2463	4	1	4	2	4	104	1	
2464	7	1	5	10	18	6	145	
2465	7	31	5	92	16	103	1	
2466	7	14	5	109	5	13	31	
2467	7	70	9	15	11	93	1	
2468	7	8	12	53	1	101	1	
2469	7	36	13	8	1	100	6	
2470	65	31	8	8	18	15	1	
2471	66	17	9	2	5	6	1	
2472	67	45	2	40	11	10	1	
2473	7	28	5	4	5	15	20	
2474	2	14	5	29	12	16	3	
2475	2	14	5	1	11	16	3	
2476	1	8	5	4	5	5	1	
2477	1	8	5	4	5	5	1	
2478	1	8	5	4	5	5	3	
2479	1	8	5	4	12	49	3	
2480	16	14	13	110	5	6	10	
2481	64	26	16	19	5	6	20	
2482	5	14	6	108	2	6	1	
2483	8	8	10	9	8	10	28	
2484	1	5	5	4	5	5	3	
2485	7	18	5	2	1	9	58	
2486	1	72	8	9	2	10	4	
2487	7	45	2	40	11	10	1	
2488	10	29	16	4	1	17	1	
2489	10	27	7	4	2	10	22	
2490	7	14	8	4	1	6	28	
2491	13	6	8	9	2	6	4	
2492	1	1	5	27	20	6	1	
2493	1	1	5	27	20	6	1	
2494	7	8	8	1	70	101	146	
2495	7	163	2	1	8	102	1	
2496	16	17	44	1	16	106	11	
2497	2	14	13	4	1	6	147	
2498	20	14	28	1	1	105	14	
2499	7	162	13	8	1	10	6	
2500	13	19	9	15	71	10	16	
2501	1	8	5	4	1	5	27	
2502	1	67	6	9	2	6	1	
2503	2	14	5	3	12	16	3	
2504	4	22	15	2	10	4	1	
2505	4	1	16	2	4	4	1	
2506	5	27	7	4	4	10	1	
2507	5	1	12	29	12	9	39	
2508	7	21	2	1	23	10	1	
2509	7	21	5	1	5	10	1	
2510	7	14	6	1	2	10	15	
2511	7	14	6	4	2	10	15	
2512	7	14	6	4	2	10	15	
2513	7	67	6	9	2	15	4	
2514	7	14	11	41	1	6	58	
2515	10	8	43	4	1	6	4	
2516	16	14	12	9	1	41	33	
2517	18	8	5	4	1	6	20	
2518	42	18	35	29	5	9	39	
2519	7	18	1	4	5	18	58	
2520	7	8	13	8	6	25	1	
2521	12	6	32	111	15	13	48	
2522	12	6	32	111	15	13	48	
2523	7	14	6	4	2	10	4	
2524	2	14	13	2	1	15	19	
2525	2	14	16	29	12	16	3	
2526	8	14	13	14	15	17	4	
2527	7	6	8	9	10	6	4	
2528	8	1	10	2	1	1	26	
2529	8	14	13	14	15	17	72	
2530	7	11	13	8	6	6	1	
2531	7	104	6	1	17	6	1	
2532	1	8	5	4	5	6	27	
2533	6	77	11	1	2	15	72	
2534	5	18	12	33	2	9	3	
2535	70	59	10	15	16	2	105	
2536	8	170	37	9	29	2	12	
2537	4	1	4	2	4	4	1	
2538	4	1	4	2	4	4	1	
2539	4	1	4	2	4	4	1	
2540	4	1	4	2	4	4	1	
2541	4	1	4	2	4	4	1	
2542	1	4	6	1	2	6	3	
2543	7	14	14	4	12	1	1	
2544	2	8	5	9	1	6	19	
2545	2	14	5	36	16	1	21	
2546	2	8	13	2	5	6	26	
2547	2	5	13	9	1	6	19	
2548	2	14	22	4	5	27	4	
2549	2	14	29	36	12	13	21	
2550	5	14	6	1	2	1	1	
2551	5	6	7	4	2	10	1	
2552	5	14	11	10	1	6	8	
2553	6	14	5	2	17	6	22	
2554	6	14	5	2	17	6	22	
2555	6	14	5	2	17	6	22	
2556	6	14	5	2	17	6	22	
2557	7	14	5	1	8	9	11	
2558	7	14	5	1	1	14	11	
2559	7	1	11	1	1	9	52	
2560	7	1	11	10	12	6	8	
2561	7	14	11	10	17	6	8	
2562	7	1	13	8	12	9	1	
2563	7	14	19	2	17	9	22	
2564	7	14	25	4	4	15	20	
2565	7	28	25	9	4	15	20	
2566	8	14	5	1	8	10	11	
2567	8	8	5	4	5	5	3	
2568	8	8	5	4	5	5	1	
2569	8	8	5	4	5	5	1	
2570	8	8	5	4	5	5	1	
2571	8	1	5	10	18	6	8	
2572	8	6	5	29	12	9	3	
2573	8	14	6	14	2	6	1	
2574	8	17	9	1	1	6	28	
2575	8	1	11	8	12	9	1	
2576	8	1	11	10	1	6	8	
2577	8	1	11	10	1	6	8	
2578	8	1	11	10	1	9	8	
2579	8	14	11	10	1	6	8	
2580	8	14	11	10	1	6	8	
2581	8	14	11	10	5	6	8	
2582	8	14	13	9	1	19	19	
2583	8	14	14	4	12	9	1	
2584	8	14	14	53	1	1	20	
2585	10	14	8	8	8	6	28	
2586	10	8	13	67	16	6	1	
2587	11	14	5	36	16	1	21	
2588	11	1	8	2	5	6	1	
2589	11	42	16	19	15	6	20	
2590	12	14	14	4	12	1	1	
2591	12	14	16	2	17	6	22	
2592	15	71	16	19	15	6	20	
2593	15	26	16	96	5	6	20	
2594	15	8	29	4	21	30	1	
2595	15	14	29	4	2	30	1	
2596	18	21	5	1	1	6	4	
2597	18	97	12	4	44	14	77	
2598	43	14	5	2	17	6	22	
2599	43	14	19	9	17	6	22	
2600	8	168	19	2	17	25	5	
2601	69	28	25	1	4	15	1	
2602	8	167	9	2	1	6	1	
2603	7	14	101	54	16	6	1	
2604	4	1	4	113	4	4	1	
2605	1	8	5	4	74	5	1	
2606	1	6	8	6	73	6	20	
2607	7	14	5	112	8	14	11	
2608	4	1	4	2	75	4	1	
2609	1	1	100	6	5	6	20	
2610	1	1	100	6	5	6	20	
2611	4	169	4	2	4	4	1	
2612	2	14	5	9	72	6	19	
2613	7	166	14	40	12	1	1	
2614	2	14	5	9	72	6	19	
2615	7	166	14	40	12	1	1	
2616	7	28	25	4	1	15	150	
2617	68	14	11	4	1	6	112	
2618	1	165	8	9	5	11	1	
2619	1	165	8	9	5	11	1	
2620	6	6	62	5	30	88	149	
2621	10	5	11	4	1	6	149	
2622	10	5	11	4	1	6	149	
2623	10	5	99	4	1	6	149	
2624	2	14	19	2	17	15	22	
2625	7	14	14	40	12	1	1	
2626	5	14	6	1	2	6	1	
2627	7	46	5	4	12	6	20	
2628	10	14	13	8	6	10	6	
2629	20	14	8	1	1	15	14	
2630	8	1	11	10	6	6	8	
2631	7	46	5	4	12	6	5	
2632	1	28	25	4	4	15	20	
2633	2	14	19	2	17	15	22	
2634	2	164	13	2	29	91	19	
2635	2	14	98	9	65	107	47	
2636	8	14	37	9	29	2	12	
2637	8	14	13	8	4	17	4	
2638	12	14	5	13	5	17	4	
2639	1	20	5	9	12	94	1	
2640	1	18	5	29	18	6	4	
2641	1	71	8	9	1	6	4	
2642	1	6	8	9	5	6	4	
2643	2	14	5	36	12	13	21	
2644	2	14	31	1	11	16	3	
2645	4	1	4	2	4	4	1	
2646	5	1	6	1	2	6	3	
2647	5	1	6	1	2	6	3	
2648	1	168	19	2	17	1	28	
2649	7	21	2	9	1	24	1	
2650	7	14	5	8	9	10	6	
2651	7	14	5	9	8	14	11	
2652	7	14	9	15	11	42	1	
2653	7	14	11	10	1	6	11	
2654	7	28	13	4	4	15	20	
2655	7	5	14	4	12	1	1	
2656	7	22	15	10	10	6	1	
2657	8	1	11	10	1	6	8	
2658	8	1	11	10	1	6	8	
2659	10	18	1	4	1	18	58	
2660	10	27	7	4	19	10	40	
2661	10	20	13	8	43	98	1	
2662	10	18	13	53	5	13	10	
2663	10	6	16	1	1	6	17	
2664	12	20	13	13	4	17	4	
2665	13	18	1	1	2	6	1	
2666	15	14	29	4	21	5	1	
2667	22	22	15	2	10	6	1	
2668	44	14	5	1	46	14	11	
2669	45	14	13	6	12	32	14	
2670	7	14	97	27	6	10	6	
2671	1	19	60	15	14	9	4	
2672	11	28	25	4	12	15	20	
2673	15	17	5	54	1	6	92	
2674	8	1	11	10	1	6	8	
2675	2	14	5	2	1	6	19	
2676	7	18	4	9	5	1	16	
2677	15	17	17	4	11	6	1	
2678	1	31	8	4	1	108	116	
2679	72	9	5	4	16	7	3	
2680	2	1	8	115	4	6	1	
2681	5	18	35	29	1	45	152	
2682	2	13	8	9	5	11	1	
2683	2	14	5	4	12	17	21	
2684	15	97	16	19	15	6	20	
2685	12	14	19	2	17	6	153	
2686	7	1	11	10	17	109	8	
2687	5	6	7	4	2	10	1	
2688	5	1	6	1	2	6	3	
2689	5	1	6	1	2	6	3	
2690	5	1	6	1	2	6	3	
2691	5	1	6	1	2	6	3	
2692	5	1	6	1	2	6	3	
2693	5	1	6	1	2	6	3	
2694	5	1	6	1	2	6	3	
2695	5	1	6	1	2	6	3	
2696	5	1	6	1	2	6	3	
2697	5	1	6	1	2	6	3	
2698	5	1	6	1	2	6	3	
2699	5	1	6	1	2	6	3	
2700	5	1	6	1	2	6	3	
2701	5	1	6	1	2	6	3	
2702	5	1	6	1	2	6	3	
2703	5	1	6	1	2	6	3	
2704	5	1	6	1	2	6	3	
2705	5	1	6	1	2	6	3	
2706	5	1	6	1	2	6	3	
2707	5	1	6	1	2	6	3	
2708	5	1	6	1	2	6	3	
2709	5	1	6	1	2	6	3	
2710	5	1	68	1	2	6	3	
2711	5	4	6	1	1	6	3	
2712	7	1	5	8	12	4	20	
2713	7	46	5	1	12	6	20	
2714	8	8	5	4	15	16	20	
2715	8	8	5	4	15	1	20	
2716	18	97	12	4	44	6	77	
2717	7	14	22	1	2	6	3	
2718	1	14	6	69	8	32	106	
2719	1	14	6	69	8	32	106	
2720	2	14	10	54	4	6	3	
2721	2	14	10	54	4	6	3	
2722	2	14	10	54	4	6	3	
2723	8	145	9	4	47	6	14	
2724	1	6	5	6	16	6	112	
2725	8	14	13	8	6	17	4	
2726	8	14	13	64	4	17	4	
2727	8	14	13	14	6	17	4	
2728	6	14	11	14	4	15	72	
2729	2	29	5	14	1	6	77	
2730	15	31	8	8	18	15	20	
2731	7	14	5	1	5	10	6	
2732	7	14	43	8	5	6	6	
2733	7	27	5	1	8	6	6	
2734	1	18	2	10	1	111	14	
2735	1	175	8	9	1	6	4	
2736	7	14	5	1	1	13	154	
2737	1	18	2	29	1	15	155	
2738	1	172	8	9	18	110	4	
2739	73	21	2	1	1	10	1	
2740	1	8	5	4	76	5	1	
2741	7	14	102	1	8	14	11	
2742	7	174	6	1	2	6	15	
2743	1	6	8	116	1	6	4	
2744	1	176	5	4	5	5	1	
2745	1	14	5	7	12	17	158	
2746	2	14	5	117	11	16	3	
2747	7	14	11	118	1	6	8	
2748	1	173	1	4	1	18	58	
2749	2	1	13	2	4	9	157	
2750	7	1	11	10	77	6	8	
2751	1	6	8	4	1	1	156	
2752	8	14	13	14	4	17	157	
2753	2	145	32	9	47	6	21	
2754	12	14	19	2	1	6	22	
2755	15	6	5	9	1	9	14	
2756	2	107	13	114	29	91	19	
2757	71	71	10	15	27	2	12	
2758	2	14	94	2	65	2	151	
2759	7	2	41	47	16	6	14	
2760	11	14	5	36	18	27	21	
2761	12	14	19	2	17	6	10	
2762	11	17	19	2	17	15	22	
2763	2	26	5	36	12	17	21	
2764	7	21	2	1	1	6	1	
2765	1	1	2	1	1	17	4	
2766	2	27	7	4	12	10	1	
2767	1	14	5	7	12	17	148	
2768	13	18	1	1	5	6	1	
2769	33	14	1	40	13	6	1	
2770	7	28	25	4	4	15	3	
2771	1	8	5	15	5	15	20	
2772	7	21	2	1	1	15	1	
2773	7	14	13	8	6	10	4	
2774	1	6	8	10	1	6	4	
2775	2	14	5	8	11	16	3	
2776	1	29	20	14	1	6	1	
2777	10	20	5	9	12	94	1	
2778	1	190	32	97	5	6	88	
2779	2	17	112	4	5	13	170	
2780	60	18	82	4	4	6	1	
2781	8	72	77	84	1	10	171	
2782	1	14	5	1	1	15	169	
2783	2	8	5	4	10	17	1	
2784	2	11	5	4	83	7	122	
2785	5	14	6	1	2	113	1	
2786	5	31	13	53	1	72	38	
2787	5	31	31	8	1	27	1	
2788	6	5	5	2	5	36	1	
2789	6	74	57	34	1	7	1	
2790	6	9	57	34	28	6	1	
2791	7	5	5	1	4	15	20	
2792	7	18	5	4	4	15	20	
2793	7	18	13	4	5	6	122	
2794	7	122	25	29	2	112	172	
2795	7	8	57	83	28	7	1	
2796	8	6	5	124	85	112	168	
2797	8	11	9	4	5	10	122	
2798	8	11	9	52	5	10	122	
2799	10	6	13	4	16	15	1	
2800	10	31	16	54	10	7	1	
2801	12	74	111	9	84	6	83	
2802	74	74	9	123	82	15	167	
2803	75	14	6	1	2	6	1	
2804	53	19	82	19	15	6	20	
2805	7	192	61	1	1	17	1	
2806	1	194	8	6	2	6	4	
2807	2	195	13	8	6	6	3	
2808	8	14	6	14	4	17	4	
2809	8	14	20	14	4	17	4	
2810	8	14	20	14	4	17	4	
2811	8	14	13	1	4	17	4	
2812	8	14	13	1	4	17	4	
2813	8	14	20	14	4	17	4	
2814	76	6	60	9	1	11	14	
2815	7	14	11	10	1	6	8	
2816	2	14	5	4	12	16	3	
2817	2	14	5	1	8	14	11	
2818	7	14	11	10	86	6	8	
2819	7	21	115	1	1	10	1	
2820	79	6	1	40	1	6	1	
2821	2	17	32	54	47	114	115	
2822	1	18	5	29	1	46	14	
2823	7	196	25	4	4	15	20	
2824	8	193	37	9	29	2	12	
2825	7	28	25	4	4	6	20	
2826	7	14	13	41	6	10	6	
2827	7	14	11	10	1	13	8	
2828	8	8	37	4	5	1	3	
2829	1	6	60	4	1	5	4	
2830	1	14	5	29	10	6	1	
2831	1	39	5	4	5	5	1	
2832	2	14	13	9	79	6	19	
2833	15	14	17	4	16	6	19	
2834	15	17	114	4	16	6	19	
2835	7	69	6	1	2	6	15	
2836	5	7	10	1	43	13	1	
2837	58	136	28	1	1	17	14	
2838	2	8	13	9	1	6	19	
2839	5	18	12	29	12	115	39	
2840	7	14	2	122	87	17	1	
2841	5	6	9	6	5	6	1	
2842	7	67	6	9	8	6	1	
2843	7	14	5	1	1	6	2	
2844	10	31	16	54	1	15	1	
2845	1	5	5	4	4	6	26	
2846	12	17	112	54	5	7	170	
2847	12	8	12	8	1	9	14	
2848	2	1	13	2	4	17	10	
2849	2	17	9	9	14	6	16	
2850	7	6	5	1	2	15	112	
2851	2	1	5	4	10	1	1	
2852	7	171	13	8	10	1	6	
2853	16	6	10	4	32	6	1	
2854	8	14	10	9	5	13	28	
2855	12	6	106	111	15	13	48	
2856	2	1	8	2	4	6	11	
2857	1	14	8	1	1	17	158	
2858	2	29	5	14	1	6	21	
2859	12	20	5	1	5	17	4	
2860	2	14	116	1	1	6	31	
2861	2	17	11	10	5	6	1	
2862	2	14	5	29	12	16	174	
2863	5	27	117	4	1	10	48	
2864	58	136	28	1	1	15	14	
2865	1	159	5	4	12	5	3	
2866	2	14	12	2	1	6	28	
2867	1	8	5	4	18	5	1	
2868	45	14	13	6	12	6	14	
2869	7	27	2	1	32	17	1	
2870	12	199	32	111	15	13	48	
2871	82	17	9	2	5	6	175	
2872	12	6	106	111	4	13	48	
2873	2	1	12	2	4	6	16	
2874	2	14	5	1	5	16	3	
2875	8	200	10	2	16	7	26	
2876	7	22	15	2	10	6	176	
2877	7	4	5	8	5	10	6	
2878	8	17	9	2	1	17	1	
2879	8	17	9	2	1	13	1	
2880	1	8	5	4	5	5	3	
2881	2	14	5	36	12	17	21	
2882	2	14	5	36	12	17	21	
2883	2	14	5	36	12	17	21	
2884	4	1	4	2	4	4	1	
2885	4	1	4	2	4	4	1	
2886	5	7	5	7	7	8	5	
2887	5	4	6	1	2	6	3	
2888	5	54	6	1	2	6	3	
2889	7	1	11	10	1	6	8	
2890	7	1	11	10	1	6	8	
2891	7	1	11	10	1	6	8	
2892	7	14	14	40	12	1	1	
2893	7	22	15	2	10	6	1	
2894	8	17	9	2	1	6	1	
2895	12	14	19	2	17	6	22	
2896	13	28	8	13	5	17	4	
2897	7	14	6	1	2	6	1	
2898	32	14	28	1	1	15	52	
2899	5	27	7	4	19	10	40	
2900	8	1	10	2	16	1	3	
2901	7	14	11	10	1	6	58	
2902	2	62	13	9	16	6	1	
2903	7	79	5	4	1	6	1	
2904	10	8	13	67	16	6	1	
2905	2	14	5	36	12	14	21	
2906	5	14	6	127	2	6	1	
2907	7	14	5	1	1	13	2	
2908	7	28	25	4	5	15	2	
2909	4	1	4	2	4	4	1	
2910	15	50	16	19	15	6	20	
2911	15	50	16	19	15	6	20	
2912	15	50	16	19	15	6	20	
2913	15	50	16	19	15	6	20	
2914	15	26	16	19	15	6	20	
2915	15	26	16	19	15	6	20	
2916	4	26	16	19	15	6	20	
2917	15	26	16	19	15	15	20	
2918	10	8	41	47	16	6	14	
2919	7	1	5	4	18	6	8	
2920	1	27	7	6	16	10	4	
2921	1	6	8	1	2	5	4	
2922	1	6	8	9	2	6	48	
2923	1	6	8	9	2	6	48	
2924	1	6	10	1	10	15	17	
2925	2	14	5	29	12	15	3	
2926	4	201	16	4	15	6	20	
2927	4	26	25	19	15	6	20	
2928	4	26	25	19	15	6	20	
2929	4	26	25	19	15	6	20	
2930	7	14	2	1	1	10	1	
2931	7	67	107	1	1	6	1	
2932	8	14	13	1	4	17	4	
2933	18	14	2	2	1	9	23	
2934	78	6	8	9	2	6	4	
2935	10	9	8	30	35	6	1	
2936	83	6	43	41	18	13	49	
2937	25	202	5	7	25	116	177	
2938	1	14	5	125	12	10	1	
2939	1	6	113	4	1	1	4	
2940	2	28	5	4	4	15	20	
2941	2	6	8	9	1	6	4	
2942	7	189	2	25	1	10	1	
2943	7	14	5	8	16	6	12	
2944	7	14	11	4	1	6	8	
2945	7	21	114	1	1	10	1	
2946	8	14	9	14	4	17	4	
2947	10	18	5	17	5	113	10	
2948	16	18	13	1	5	6	10	
2949	79	6	1	40	13	6	1	
2950	8	14	13	14	89	17	4	
2951	7	203	11	10	1	6	8	
2952	7	14	13	4	10	10	6	
2953	1	70	11	1	15	103	1	
2954	26	19	9	7	14	9	16	
2955	1	6	8	1	1	6	4	
2956	1	6	8	1	1	1	4	
2957	2	14	5	36	12	17	17	
2958	1	31	16	4	10	7	1	
2959	12	14	19	2	9	10	22	
2960	7	5	60	1	8	9	11	
2961	1	31	44	4	5	15	3	
2962	7	14	14	1	12	1	1	
2963	15	31	8	8	18	15	1	
2964	7	28	25	4	12	15	20	
2965	10	1	10	41	16	1	26	
2966	1	8	5	4	5	5	3	
2967	7	14	8	1	1	15	178	
2968	7	28	25	54	4	117	20	
2969	5	27	7	4	1	10	1	
2970	1	204	5	4	18	5	3	
2971	12	20	8	1	5	16	4	
2972	10	18	5	4	5	13	4	
2973	45	14	13	6	12	9	14	
2974	10	29	20	2	1	10	1	
2975	8	14	11	14	4	17	4	
2976	8	17	9	9	1	6	21	
2977	8	28	10	2	16	1	26	
2978	2	14	5	2	4	16	1	
2979	7	8	4	4	5	6	27	
2980	7	1	15	2	4	4	1	
2981	1	14	5	8	6	6	6	
2982	7	1	11	10	4	6	8	
2983	1	18	2	7	1	43	43	
2984	7	18	13	9	6	1	6	
2985	7	14	9	2	1	14	48	
2986	7	14	13	19	6	10	6	
2987	7	14	11	10	29	6	8	
2988	8	59	37	14	4	159	47	
2989	1	17	1	4	1	18	180	
2990	1	17	1	131	1	18	58	
2991	1	14	2	1	5	6	28	
2992	1	18	5	1	5	1	1	
2993	1	8	5	4	5	15	27	
2994	1	101	5	4	10	5	3	
2995	1	14	5	9	2	6	4	
2996	1	15	5	132	12	10	1	
2997	1	14	8	1	2	6	4	
2998	1	6	8	6	2	6	14	
2999	1	18	11	29	18	6	4	
3000	1	28	25	72	1	119	5	
3001	1	6	119	1	2	6	4	
3002	2	14	5	29	12	120	3	
3003	2	14	5	36	2	17	21	
3004	2	14	5	36	4	17	21	
3005	2	27	7	4	1	10	40	
3006	2	28	25	4	12	15	20	
3007	4	209	16	19	15	6	20	
3008	5	27	5	4	10	10	1	
3009	5	14	9	2	1	7	1	
3010	6	205	11	1	1	15	72	
3011	6	26	121	1	43	15	72	
3012	7	21	2	1	1	9	1	
3013	7	8	5	1	1	6	31	
3014	15	1	8	8	18	15	1	
3015	16	18	13	4	1	6	10	
3016	16	29	20	14	1	6	1	
3017	7	1	11	10	1	17	8	
3018	7	19	25	4	12	15	20	
3019	7	28	25	4	4	15	4	
3020	7	28	25	4	6	15	20	
3021	7	21	122	1	1	10	1	
3022	8	14	5	1	2	6	15	
3023	8	14	5	6	1	9	10	
3024	8	14	5	14	4	9	4	
3025	8	14	5	29	12	120	3	
3026	8	16	123	130	3	6	14	
3027	8	14	13	14	90	14	4	
3028	8	207	13	14	4	17	4	
3029	8	26	16	19	15	6	20	
3030	8	14	120	14	4	1	4	
3031	10	19	2	53	12	49	99	
3032	10	28	25	4	12	15	20	
3033	15	8	5	19	15	6	20	
3034	15	208	16	19	15	6	20	
3035	15	26	16	19	15	6	179	
3036	15	14	29	4	4	30	1	
3037	15	26	74	19	15	6	20	
3038	18	97	11	4	44	14	77	
3039	18	206	12	4	44	14	77	
3040	42	18	13	29	36	9	39	
3041	50	6	8	4	2	118	4	
3042	2	27	7	133	16	10	40	
3043	5	4	6	134	2	6	3	
3044	1	17	118	4	1	18	58	
3045	2	14	19	2	4	17	4	
3046	1	1	5	2	20	1	1	
3047	8	1	2	2	16	7	26	
3048	1	14	5	29	1	6	79	
3049	11	6	12	4	5	15	1	
3050	1	8	5	4	6	5	3	
3051	10	210	16	128	16	6	14	
3052	10	210	16	128	16	6	14	
3053	10	210	16	128	16	6	14	
3054	10	210	16	128	16	6	14	
3055	10	210	16	128	16	6	14	
3056	1	8	5	1	12	1	1	
3057	1	14	5	4	16	123	1	
3058	1	8	5	4	5	124	3	
3059	1	6	8	136	9	6	26	
3060	1	8	12	4	5	9	3	
3061	2	14	12	70	1	6	28	
3062	4	26	16	2	15	6	20	
3063	4	26	16	2	15	6	20	
3064	5	18	13	1	1	6	1	
3065	5	18	13	1	1	6	1	
3066	7	21	2	1	5	121	124	
3067	7	21	2	1	91	10	1	
3068	7	22	5	8	5	10	6	
3069	7	14	5	8	5	10	181	
3070	7	14	5	29	8	14	11	
3071	7	14	5	137	8	14	11	
3072	7	14	11	2	1	6	8	
3073	7	14	5	8	5	10	6	
3074	10	6	1	40	13	6	1	
3075	16	72	8	9	2	6	4	
3076	84	14	5	29	12	16	3	
3077	7	14	13	8	6	17	6	
3079	5	6	10	62	10	15	1	
3080	7	1	62	10	1	6	8	
3081	18	8	13	8	6	17	6	
3082	40	8	16	4	6	6	1	
3083	8	28	42	14	4	17	4	
3084	7	8	5	4	5	6	1	
3085	7	22	5	2	10	6	3	
3086	1	22	15	2	5	5	3	
3087	1	31	5	58	10	10	12	
3088	7	45	2	40	16	10	1	
3089	1	18	9	4	1	10	28	
3090	1	18	2	29	1	111	14	
3091	29	31	33	19	1	36	1	
3092	32	213	28	1	1	15	52	
3093	7	8	13	8	6	6	184	
3094	85	14	19	2	17	6	22	
3095	12	14	19	2	17	6	185	
3096	7	212	14	4	12	1	1	
3097	5	14	125	6	1	9	14	
3098	1	18	5	135	1	46	14	
3099	2	14	5	29	12	16	3	4
3100	12	14	121	62	5	6	8	
3101	12	20	60	13	5	16	58	
3102	12	20	60	13	5	16	8	
3103	1	17	2	4	1	18	58	
3104	1	1	1	1	1	9	1	
3105	7	14	62	139	2	6	1	
3106	7	215	5	140	18	6	8	
3107	2	1	8	2	4	6	1	
3108	1	101	5	4	5	5	3	
3109	1	101	5	4	5	5	3	
3110	1	216	8	5	2	6	4	
3111	12	14	19	36	17	6	20	
3112	16	6	8	9	10	17	1	
3113	2	64	43	4	10	17	1	
3114	7	19	57	1	2	6	1	
3115	7	19	57	1	2	56	1	
3116	16	1	12	4	47	10	33	
3117	10	217	18	4	1	7	19	
3118	2	14	5	1	11	16	3	
3119	7	22	15	2	10	6	1	
3120	26	19	1	15	14	9	16	
3121	7	70	9	15	11	93	1	
3122	7	70	9	15	11	42	1	
3123	1	6	10	62	10	15	1	
3124	7	14	13	8	6	17	6	
3125	15	14	29	14	21	30	1	
3126	1	14	5	28	11	13	1	
3127	7	14	5	1	1	13	31	
3128	13	1	9	15	14	10	186	
3129	87	8	5	4	12	5	3	
3130	1	6	8	4	1	1	4	
3131	1	8	5	141	12	5	3	
3132	88	1	11	10	1	6	8	
3133	7	1	11	10	1	6	8	
3134	7	14	128	10	1	6	8	
3135	16	9	127	9	1	1	187	
3136	12	20	8	13	5	16	4	
3137	7	94	31	4	34	6	4	
3138	2	14	1	1	1	19	31	
3139	8	17	10	9	8	17	1	
3140	7	14	8	53	6	10	6	
3141	4	1	4	2	93	4	1	
3142	4	14	4	2	4	4	1	
3143	10	17	18	4	1	7	19	
3144	58	9	57	54	16	17	20	
3145	2	9	5	54	5	103	1	
3146	12	14	19	2	17	17	22	
3147	6	9	28	1	2	6	1	
3148	7	6	17	4	16	6	14	
3149	20	14	28	1	1	15	123	
3150	1	214	5	27	5	1	1	
3151	8	1	5	27	5	1	48	
3152	5	6	5	4	12	9	183	
3153	1	14	5	5	5	1	1	
3154	16	14	5	5	5	10	1	
3155	13	19	9	15	14	122	16	
3156	11	27	2	1	32	17	182	
3157	1	8	5	4	12	5	4	
3158	46	22	8	2	1	6	1	
