id	isolate	aliases	country	year	serotype	Sp_cgc_1000
4969	FJS73	11919	Spain		23F	
4970	FJS75	11921	Spain		6B	
4971	FJS77	11923	Spain		23F	
4972	FJS78	11924	Spain		23F	
4973	FJS79	11925	Spain		23F	
4974	FJS81	11927	Spain		6B	
4975	FJS82	11928	Spain		23F	
4976	FJS83	11929	Spain		23F	
4977	FJS85	11930	Spain		23F	
4978	FJS86	11931	Spain		23F	
4979	FJS87	11932	Spain		23F	
4980	FJS88	11933	Spain		23F	
4981	FJS89	11934	Spain		23F	
4982	FJS90	11935	Spain		23F	
4983	FJS91	11936	Spain		23F	
4984	FJS92	11937	Spain		23F	
4985	FJS94	11939	Switzerland		19F	
4986	FJS95	11940	Switzerland		19F	
4987	FJS96	11941	Switzerland		14	
4988	FJS97	11942	Switzerland		14	
4989	FJS99	11944	Switzerland		14	
4990	FJS100	11945	Switzerland		14	
4991	FJS101	11946	Switzerland		19F	
4992	FJS102	11947	Switzerland		6B	
4993	MOS145	23873	Russia	2005		
4994	MSR1-86	9834	Germany	1999	6B	
4995	MSR1-756	10099	Germany	1999	3	
4996	MSR3-Pn16	11377	Germany	2002	20	
4997	MSR4-Pn302	12130	Germany	2003	15A	
4998	PN958	24478	Germany	1997	23F	
4999	PN962	24481	Germany	1997	23F	
5000	PN1003	24518	Germany	1997	23F	
